,State,County,ICU Beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,Hospital Beds
0,Alabama,Autauga,6,55036,10523,19.1,1754.0,85.0
1,Alabama,Baldwin,51,203360,53519,26.3,1049.0,738.0
2,Alabama,Barbour,5,26201,6150,23.5,1230.0,146.0
3,Alabama,Bibb,0,22580,4773,21.1,,1329.0
4,Alabama,Blount,6,57667,13600,23.6,2267.0,511.0
5,Alabama,Bullock,0,10478,2371,22.6,,61.0
6,Alabama,Butler,7,20126,5151,25.6,736.0,4554.0
7,Alabama,Calhoun,24,115527,27115,23.5,1130.0,2073.0
8,Alabama,Chambers,0,33895,8501,25.1,,154.0
9,Alabama,Cherokee,0,25855,7513,29.1,,3119.0
10,Alabama,Chilton,6,43805,9429,21.5,1572.0,26.0
11,Alabama,Choctaw,0,13188,3759,28.5,,139.0
12,Alabama,Clarke,0,24625,6134,24.9,,709.0
13,Alabama,Clay,4,13407,3480,26.0,870.0,1765.0
14,Alabama,Cleburne,0,14939,3691,24.7,,25.0
15,Alabama,Coffee,7,51073,11027,21.6,1575.0,439.0
16,Alabama,Colbert,22,54435,14062,25.8,639.0,363.0
17,Alabama,Conecuh,0,12649,3542,28.0,,58.0
18,Alabama,Coosa,0,10955,3145,28.7,,
19,Alabama,Covington,13,37519,10290,27.4,792.0,245.0
20,Alabama,Crenshaw,0,13866,3371,24.3,,93.0
21,Alabama,Cullman,12,81703,19667,24.1,1639.0,185.0
22,Alabama,Dale,6,49393,10498,21.3,1750.0,89.0
23,Alabama,Dallas,18,40755,9436,23.2,524.0,11640.0
24,Alabama,DeKalb,12,71194,15782,22.2,1315.0,4071.0
25,Alabama,Elmore,5,80989,15929,19.7,3186.0,163.0
26,Alabama,Escambia,14,37621,8677,23.1,620.0,2451.0
27,Alabama,Etowah,56,103132,25122,24.4,449.0,739.0
28,Alabama,Fayette,12,16657,4604,27.6,384.0,5331.0
29,Alabama,Franklin,7,31507,7054,22.4,1008.0,12572.0
30,Alabama,Geneva,6,26572,6716,25.3,1119.0,83.0
31,Alabama,Greene,0,8533,2352,27.6,,3460.0
32,Alabama,Hale,0,14995,3945,26.3,,127.0
33,Alabama,Henry,0,17110,4834,28.3,,863.0
34,Alabama,Houston,66,104108,23474,22.5,356.0,1108.0
35,Alabama,Jackson,10,52326,13441,25.7,1344.0,8865.0
36,Alabama,Jefferson,471,659460,138161,21.0,293.0,28417.0
37,Alabama,Lamar,0,14021,3811,27.2,,654.0
38,Alabama,Lauderdale,48,92590,23452,25.3,489.0,1371.0
39,Alabama,Lawrence,6,33288,7710,23.2,1285.0,925.0
40,Alabama,Lee,28,156597,24513,15.7,875.0,3672.0
41,Alabama,Limestone,10,91695,18399,20.1,1840.0,181.0
42,Alabama,Lowndes,0,10362,2481,23.9,,790.0
43,Alabama,Macon,0,19358,4854,25.1,,2368.0
44,Alabama,Madison,100,353213,70040,19.8,700.0,8477.0
45,Alabama,Marengo,5,19743,5124,26.0,1025.0,99.0
46,Alabama,Marion,4,30058,8196,27.3,2049.0,13297.0
47,Alabama,Marshall,20,94738,21466,22.7,1073.0,844.0
48,Alabama,Mobile,157,414328,88103,21.3,561.0,1929.0
49,Alabama,Monroe,8,21745,5536,25.5,692.0,8404.0
50,Alabama,Montgomery,88,227120,44214,19.5,502.0,15309.0
51,Alabama,Morgan,34,119157,26739,22.4,786.0,967.0
52,Alabama,Perry,0,9680,2278,23.5,,533.0
53,Alabama,Pickens,4,20170,4974,24.7,1244.0,268.0
54,Alabama,Pike,9,33287,6441,19.3,716.0,771.0
55,Alabama,Randolph,0,22530,6129,27.2,,1633.0
56,Alabama,Russell,8,58480,10680,18.3,1335.0,267.0
57,Alabama,St. Clair,6,86937,18943,21.8,3157.0,1315.0
58,Alabama,Shelby,32,208721,41610,19.9,1300.0,7126.0
59,Alabama,Sumter,0,13084,3005,23.0,,874.0
60,Alabama,Talladega,14,80888,18842,23.3,1346.0,285.0
61,Alabama,Tallapoosa,6,40756,11006,27.0,1834.0,127.0
62,Alabama,Tuscaloosa,84,204424,36426,17.8,434.0,3930.0
63,Alabama,Walker,12,64927,16386,25.2,1366.0,390.0
64,Alabama,Washington,0,16746,4103,24.5,,15195.0
65,Alabama,Wilcox,0,10919,2751,25.2,,30.0
66,Alabama,Winston,4,23968,6575,27.4,1644.0,152.0
67,Alaska,Aleutians East,0,3338,510,15.3,,
68,Alaska,Aleutians West,0,5784,707,12.2,,999.0
69,Alaska,Anchorage,73,298225,43608,14.6,597.0,3985.0
70,Alaska,Bethel,0,17957,2082,11.6,,37.0
71,Alaska,Bristol Bay,0,917,164,17.9,,
72,Alaska,Denali,0,2303,481,20.9,,
73,Alaska,Dillingham,0,4974,701,14.1,,14.0
74,Alaska,Fairbanks North Star,13,100031,13950,13.9,1073.0,2215.0
75,Alaska,Haines,0,2537,727,28.7,,
76,Alaska,Hoonah-Angoon,0,2146,645,30.1,,
77,Alaska,Juneau,9,32434,5907,18.2,656.0,1039.0
78,Alaska,Kenai Peninsula,6,57961,13154,22.7,2192.0,204.0
79,Alaska,Ketchikan Gateway,4,13745,2951,21.5,738.0,54.0
80,Alaska,Kodiak Island Borough,0,13773,1915,13.9,,
81,Alaska,Kusilvak,0,8129,674,8.3,,
82,Alaska,Lake and Peninsula,0,1301,189,14.5,,
83,Alaska,Matanuska-Susitna,14,101135,16358,16.2,1168.0,74.0
84,Alaska,Nome,0,9869,1151,11.7,,36.0
85,Alaska,North Slope Borough,0,9757,1157,11.9,,
86,Alaska,Northwest Arctic Borough,0,7715,851,11.0,,
87,Alaska,Petersburg Borough,0,3275,778,23.8,,
88,Alaska,Prince of Wales-Hyder,0,6473,1381,21.3,,
89,Alaska,Sitka Borough,0,8810,1829,20.8,,
90,Alaska,Skagway Municipality,0,1038,175,16.9,,
91,Alaska,Southeast Fairbanks ,0,6889,1256,18.2,,
92,Alaska,Valdez-Cordova ,0,9439,1790,19.0,,
93,Alaska,Wrangell City and Borough,0,2475,756,30.5,,
94,Alaska,Yakutat City and Borough,0,682,142,20.8,,
95,Alaska,Yukon-Koyukuk,0,5453,1058,19.4,,
96,Arizona,Apache,0,71602,14107,19.7,,2043.0
97,Arizona,Cochise,12,126516,35231,27.8,2936.0,3264.0
98,Arizona,Coconino,41,138639,23195,16.7,566.0,1307.0
99,Arizona,Gila,8,53145,18752,35.3,2344.0,2067.0
100,Arizona,Graham,0,37700,6933,18.4,,74.0
101,Arizona,Greenlee,0,9368,1631,17.4,,
102,Arizona,La Paz,3,20477,9183,44.8,3061.0,1024.0
103,Arizona,Maricopa,1004,4155501,808534,19.5,805.0,26750.0
104,Arizona,Mohave,80,204691,73559,35.9,919.0,1587.0
105,Arizona,Navajo,12,107902,24267,22.5,2022.0,3127.0
106,Arizona,Pima,296,1007257,245814,24.4,830.0,8152.0
107,Arizona,Pinal,22,405537,100086,24.7,4549.0,4245.0
108,Arizona,Santa Cruz,0,46358,10530,22.7,,488.0
109,Arizona,Yavapai,39,220972,85127,38.5,2183.0,1331.0
110,Arizona,Yuma,42,204281,45739,22.4,1089.0,1437.0
111,Arkansas,Arkansas,0,18352,4693,25.6,,1024.0
112,Arkansas,Ashley,6,20771,5094,24.5,849.0,33.0
113,Arkansas,Baxter,17,41093,15979,38.9,940.0,268.0
114,Arkansas,Benton,30,251823,44616,17.7,1487.0,3993.0
115,Arkansas,Boone,24,37212,9809,26.4,409.0,4136.0
116,Arkansas,Bradley,0,10994,2825,25.7,,383.0
117,Arkansas,Calhoun,0,5194,1436,27.6,,2073.0
118,Arkansas,Carroll,0,27782,7997,28.8,,1218.0
119,Arkansas,Chicot,0,11008,2835,25.8,,40.0
120,Arkansas,Clark,0,22495,5000,22.2,,20996.0
121,Arkansas,Clay,0,15190,4125,27.2,,1765.0
122,Arkansas,Cleburne,0,25361,8437,33.3,,25.0
123,Arkansas,Cleveland,0,8332,2195,26.3,,1288.0
124,Arkansas,Columbia,6,23992,5481,22.8,914.0,904.0
125,Arkansas,Conway,0,20954,5270,25.2,,35.0
126,Arkansas,Craighead,66,104246,19242,18.5,292.0,2629.0
127,Arkansas,Crawford,8,62119,13589,21.9,1699.0,882.0
128,Arkansas,Crittenden,0,49278,9487,19.3,,254.0
129,Arkansas,Cross,0,17164,4020,23.4,,25.0
130,Arkansas,Dallas,0,7585,2206,29.1,,11640.0
131,Arkansas,Desha,0,12094,3044,25.2,,50.0
132,Arkansas,Drew,5,18620,3890,20.9,778.0,49.0
133,Arkansas,Faulkner,25,121282,19658,16.2,786.0,1171.0
134,Arkansas,Franklin,0,17803,4640,26.1,,12572.0
135,Arkansas,Fulton,0,12092,4099,33.9,,6326.0
136,Arkansas,Garland,41,97994,28731,29.3,701.0,646.0
137,Arkansas,Grant,0,18076,4063,22.5,,1676.0
138,Arkansas,Greene,8,44197,9006,20.4,1126.0,3460.0
139,Arkansas,Hempstead,8,22154,5273,23.8,659.0,79.0
140,Arkansas,Hot Spring,6,33480,8417,25.1,1403.0,100.0
141,Arkansas,Howard,0,13472,3157,23.4,,3252.0
142,Arkansas,Independence,12,37097,8706,23.5,726.0,199.0
143,Arkansas,Izard,0,13521,4226,31.3,,25.0
144,Arkansas,Jackson,0,17429,4039,23.2,,8865.0
145,Arkansas,Jefferson,34,71373,15529,21.8,457.0,28417.0
146,Arkansas,Johnson,8,26155,5619,21.5,702.0,6673.0
147,Arkansas,Lafayette,0,7051,2097,29.7,,5390.0
148,Arkansas,Lawrence,0,16777,4447,26.5,,925.0
149,Arkansas,Lee,0,9614,2289,23.8,,3672.0
150,Arkansas,Lincoln,0,13885,2882,20.8,,5226.0
151,Arkansas,Little River,0,12494,3272,26.2,,25.0
152,Arkansas,Logan,0,21802,5494,25.2,,517.0
153,Arkansas,Lonoke,0,71568,12771,17.8,,
154,Arkansas,Madison,0,15907,3897,24.5,,8477.0
155,Arkansas,Marion,0,16374,6057,37.0,,13297.0
156,Arkansas,Miller,0,43760,9791,22.4,,87.0
157,Arkansas,Mississippi,5,43534,8720,20.0,1744.0,193.0
158,Arkansas,Monroe,0,7420,2254,30.4,,8404.0
159,Arkansas,Montgomery,0,9059,3095,34.2,,15309.0
160,Arkansas,Nevada,0,8528,2133,25.0,,176.0
161,Arkansas,Newton,0,7898,2612,33.1,,615.0
162,Arkansas,Ouachita,8,24378,6183,25.4,773.0,5774.0
163,Arkansas,Perry,0,10320,2645,25.6,,533.0
164,Arkansas,Phillips,6,19518,4632,23.7,772.0,226.0
165,Arkansas,Pike,0,10893,3014,27.7,,771.0
166,Arkansas,Poinsett,0,24098,5793,24.0,,
167,Arkansas,Polk,6,20212,5939,29.4,990.0,5166.0
168,Arkansas,Pope,11,63372,12757,20.1,1160.0,204.0
169,Arkansas,Prairie,0,8309,2425,29.2,,22.0
170,Arkansas,Pulaski,209,392848,79133,20.1,379.0,9821.0
171,Arkansas,Randolph,2,17514,4836,27.6,2418.0,1633.0
172,Arkansas,St. Francis,6,26688,5393,20.2,899.0,118.0
173,Arkansas,Saline,16,116252,26545,22.8,1659.0,674.0
174,Arkansas,Scott,0,10584,2606,24.6,,2713.0
175,Arkansas,Searcy,0,7925,2684,33.9,,
176,Arkansas,Sebastian,69,127362,26807,21.0,389.0,1050.0
177,Arkansas,Sevier,0,17206,3266,19.0,,141.0
178,Arkansas,Sharp,0,17041,5487,32.2,,
179,Arkansas,Stone,0,12443,4150,33.4,,50.0
180,Arkansas,Union,16,40022,9680,24.2,605.0,3934.0
181,Arkansas,Van Buren,0,16751,5519,32.9,,134.0
182,Arkansas,Washington,61,223683,34691,15.5,569.0,15195.0
183,Arkansas,White,13,78706,16257,20.7,1251.0,591.0
184,Arkansas,Woodruff,0,6763,1975,29.2,,
185,Arkansas,Yell,0,21601,4891,22.6,,76.0
186,California,Alameda,282,1629615,300276,18.4,1065.0,5045.0
187,California,Alpine,0,1203,429,35.7,,
188,California,Amador,6,37306,12967,34.8,2161.0,52.0
189,California,Butte,43,225207,53616,23.8,1247.0,606.0
190,California,Calaveras,0,45057,15872,35.2,,48.0
191,California,Colusa,0,21479,4027,18.7,,48.0
192,California,Contra Costa,163,1123678,231404,20.6,1420.0,2992.0
193,California,Del Norte,6,27442,6262,22.8,1044.0,49.0
194,California,El Dorado,28,185015,49939,27.0,1784.0,240.0
195,California,Fresno,164,971616,157757,16.2,962.0,4550.0
196,California,Glenn,0,27935,6019,21.5,,47.0
197,California,Humboldt,32,135490,31200,23.0,975.0,400.0
198,California,Imperial,28,179957,30768,17.1,1099.0,268.0
199,California,Inyo,4,18195,5588,30.7,1397.0,62.0
200,California,Kern,144,878744,130831,14.9,909.0,1833.0
201,California,Kings,22,150183,20569,13.7,935.0,10385.0
202,California,Lake,8,64095,19092,29.8,2387.0,9408.0
203,California,Lassen,0,31470,5929,18.8,,38.0
204,California,Los Angeles,2126,10105722,1800341,17.8,847.0,34367.0
205,California,Madera,10,154440,28392,18.4,2839.0,462.0
206,California,Marin,66,260814,72684,27.9,1101.0,458.0
207,California,Mariposa,0,17658,6311,35.7,,34.0
208,California,Mendocino,14,87497,24313,27.8,1737.0,141.0
209,California,Merced,24,267390,40383,15.1,1683.0,246.0
210,California,Modoc,0,9017,3106,34.4,,113.0
211,California,Mono,2,14058,2723,19.4,1362.0,17.0
212,California,Monterey,27,433168,76257,17.6,2824.0,793.0
213,California,Napa,32,141005,33686,23.9,1053.0,1780.0
214,California,Nevada,10,98838,33612,34.0,3361.0,176.0
215,California,Orange,651,3155816,598030,19.0,919.0,19132.0
216,California,Placer,70,374985,92327,24.6,1319.0,748.0
217,California,Plumas,0,18724,6935,37.0,,87.0
218,California,Riverside,351,2355002,437180,18.6,1246.0,3945.0
219,California,Sacramento,396,1495400,279005,18.7,705.0,5158.0
220,California,San Benito,8,58671,10074,17.2,1259.0,181.0
221,California,San Bernardino,410,2121220,330448,15.6,806.0,8926.0
222,California,San Diego,570,3283665,604412,18.4,1060.0,11654.0
223,California,San Francisco,337,864263,179193,20.7,532.0,5827.0
224,California,San Joaquin,121,724153,123774,17.1,1023.0,1280.0
225,California,San Luis Obispo,46,280119,70097,25.0,1524.0,1747.0
226,California,San Mateo,131,763450,161619,21.2,1234.0,2780.0
227,California,Santa Barbara,82,442996,86816,19.6,1059.0,1054.0
228,California,Santa Clara,313,1911226,338720,17.7,1082.0,4830.0
229,California,Santa Cruz,22,273263,57232,20.9,2601.0,488.0
230,California,Shasta,81,178919,47900,26.8,591.0,763.0
231,California,Sierra,0,2885,986,34.2,,64.0
232,California,Siskiyou,4,43530,14018,32.2,3505.0,61.0
233,California,Solano,92,434981,90069,20.7,979.0,749.0
234,California,Sonoma,82,500943,124291,24.8,1516.0,3070.0
235,California,Stanislaus,88,535684,92698,17.3,1053.0,1729.0
236,California,Sutter,0,95583,19219,20.1,,92.0
237,California,Tehama,8,63247,15876,25.1,1985.0,76.0
238,California,Trinity,0,13037,4734,36.3,,96.0
239,California,Tulare,51,458809,69266,15.1,1358.0,2086.0
240,California,Tuolumne,6,53899,17942,33.3,2990.0,152.0
241,California,Ventura,139,847834,167777,19.8,1207.0,1690.0
242,California,Yolo,14,212605,34981,16.5,2499.0,156.0
243,California,Yuba,24,74644,12327,16.5,514.0,1172.0
244,Colorado,Adams,168,487850,69778,14.3,415.0,3755.0
245,Colorado,Alamosa,6,16345,2952,18.1,492.0,44.0
246,Colorado,Arapahoe,127,626612,111767,17.8,880.0,3016.0
247,Colorado,Archuleta,0,12592,4283,34.0,,11.0
248,Colorado,Baca,0,3581,1178,32.9,,79.0
249,Colorado,Bent,0,5806,1296,22.3,,
250,Colorado,Boulder,72,316782,59425,18.8,825.0,1699.0
251,Colorado,Broomfield,20,64283,11264,17.5,563.0,92.0
252,Colorado,Chaffee,2,18818,6312,33.5,3156.0,25.0
253,Colorado,Cheyenne,0,2127,380,17.9,,140.0
254,Colorado,Clear Creek,0,9257,2454,26.5,,
255,Colorado,Conejos,0,8147,2034,25.0,,17.0
256,Colorado,Costilla,0,3628,1272,35.1,,
257,Colorado,Crowley,0,5514,1074,19.5,,
258,Colorado,Custer,0,4505,2092,46.4,,217.0
259,Colorado,Delta,6,30217,9773,32.3,1629.0,74.0
260,Colorado,Denver,227,678467,109403,16.1,482.0,5423.0
261,Colorado,Dolores,0,1736,537,30.9,,
262,Colorado,Douglas,54,320940,50139,15.6,929.0,9190.0
263,Colorado,Eagle,5,53726,8107,15.1,1621.0,58.0
264,Colorado,Elbert,0,24553,5592,22.8,,52.0
265,Colorado,El Paso,95,674826,116223,17.2,1223.0,8320.0
266,Colorado,Fremont,4,46601,12609,27.1,3152.0,298.0
267,Colorado,Garfield,5,57945,10202,17.6,2040.0,665.0
268,Colorado,Gilpin,0,5793,1583,27.3,,
269,Colorado,Grand,0,14793,3858,26.1,,63.0
270,Colorado,Gunnison,0,16215,2905,17.9,,24.0
271,Colorado,Hinsdale,0,820,329,40.1,,
272,Colorado,Huerfano,0,6498,2568,39.5,,20.0
273,Colorado,Jackson,0,1372,398,29.0,,8865.0
274,Colorado,Jefferson,94,564029,124374,22.1,1323.0,28417.0
275,Colorado,Kiowa,0,1368,370,27.0,,95.0
276,Colorado,Kit Carson,0,7846,1873,23.9,,19.0
277,Colorado,Lake,0,7481,1439,19.2,,9408.0
278,Colorado,La Plata,11,54469,12490,22.9,1135.0,94.0
279,Colorado,Larimer,55,330976,67199,20.3,1222.0,725.0
280,Colorado,Las Animas,0,14151,4307,30.4,,25.0
281,Colorado,Lincoln,0,5520,1200,21.7,,5226.0
282,Colorado,Logan,4,21885,5056,23.1,1264.0,517.0
283,Colorado,Mesa,44,148798,35763,24.0,813.0,2458.0
284,Colorado,Mineral,0,834,394,47.2,,61.0
285,Colorado,Moffat,0,13056,2777,21.3,,999.0
286,Colorado,Montezuma,4,25770,7299,28.3,1825.0,25.0
287,Colorado,Montrose,8,40908,12041,29.4,1505.0,69.0
288,Colorado,Morgan,6,28123,6047,21.5,1008.0,967.0
289,Colorado,Otero,506,18325,4816,26.3,10.0,190.0
290,Colorado,Ouray,0,4653,1815,39.0,,
291,Colorado,Park,0,16900,4718,27.9,,1074.0
292,Colorado,Phillips,0,4327,1037,24.0,,226.0
293,Colorado,Pitkin,4,17747,4417,24.9,1104.0,25.0
294,Colorado,Prowers,0,12084,2840,23.5,,25.0
295,Colorado,Pueblo,32,163368,39318,24.1,1229.0,2291.0
296,Colorado,Rio Blanco,0,6557,1362,20.8,,1045.0
297,Colorado,Rio Grande,0,11430,2857,25.0,,17.0
298,Colorado,Routt,4,24359,4914,20.2,1229.0,98.0
299,Colorado,Saguache,0,6338,1917,30.2,,
300,Colorado,San Juan,0,569,164,28.8,,17301.0
301,Colorado,San Miguel,0,7804,1475,18.9,,175.0
302,Colorado,Sedgwick,0,2357,770,32.7,,3202.0
303,Colorado,Summit,8,29722,5667,19.1,708.0,3878.0
304,Colorado,Teller,0,23769,6744,28.4,,15.0
305,Colorado,Washington,0,4809,1285,26.7,,15195.0
306,Colorado,Weld,26,285729,48279,16.9,1857.0,300.0
307,Colorado,Yuma,0,10109,2385,23.6,,1437.0
308,Connecticut,Fairfield,173,947328,197334,20.8,1141.0,4344.0
309,Connecticut,Hartford,216,897417,201242,22.4,932.0,5977.0
310,Connecticut,Litchfield,21,184454,50170,27.2,2389.0,272.0
311,Connecticut,Middlesex,24,164110,41372,25.2,1724.0,10144.0
312,Connecticut,New Haven,186,862127,194911,22.6,1048.0,5043.0
313,Connecticut,New London,32,270772,63495,23.4,1984.0,465.0
314,Connecticut,Tolland,16,151596,31539,20.8,1971.0,1173.0
315,Connecticut,Windham,6,116674,25482,21.8,4247.0,463.0
316,Delaware,Kent,29,173145,36849,21.3,1271.0,2533.0
317,Delaware,New Castle,119,555036,112051,20.2,942.0,3015.0
318,Delaware,Sussex,38,215551,71832,33.3,1890.0,1621.0
319,District of Columbia,The District,314,672391,113026,16.8,360.0,
320,Florida,Alachua,210,259865,47766,18.4,227.0,1765.0
321,Florida,Baker,0,27537,5367,19.5,,1228.0
322,Florida,Bay,77,180117,40210,22.3,522.0,1141.0
323,Florida,Bradford,0,26775,6394,23.9,,390.0
324,Florida,Brevard,159,568183,170919,30.1,1075.0,1768.0
325,Florida,Broward,587,1890416,406732,21.5,693.0,6803.0
326,Florida,Calhoun,0,14458,3483,24.1,,2073.0
327,Florida,Charlotte,51,173236,81236,46.9,1593.0,823.0
328,Florida,Citrus,40,141373,61636,43.6,1541.0,332.0
329,Florida,Clay,28,203291,41495,20.4,1482.0,1765.0
330,Florida,Collier,73,356774,132129,37.0,1810.0,1051.0
331,Florida,Columbia,27,68484,17039,24.9,631.0,904.0
332,Florida,DeSoto,8,35675,9739,27.3,1217.0,563.0
333,Florida,Dixie,0,16323,5078,31.1,,
334,Florida,Duval,412,912043,171837,18.8,417.0,4071.0
335,Florida,Escambia,120,309924,68143,22.0,568.0,2451.0
336,Florida,Flagler,18,105015,38651,36.8,2147.0,99.0
337,Florida,Franklin,0,11675,3127,26.8,,12572.0
338,Florida,Gadsden,0,46113,10880,23.6,,1253.0
339,Florida,Gilchrist,0,17191,4554,26.5,,
340,Florida,Glades,0,13197,4162,31.5,,
341,Florida,Gulf,0,16018,3954,24.7,,19.0
342,Florida,Hamilton,0,14238,3247,22.8,,12923.0
343,Florida,Hardee,0,27326,5531,20.2,,25.0
344,Florida,Hendry,3,39064,6808,17.4,2269.0,25.0
345,Florida,Hernando,44,179144,61882,34.5,1406.0,620.0
346,Florida,Highlands,38,100177,41387,41.3,1089.0,323.0
347,Florida,Hillsborough,432,1351087,257269,19.0,596.0,11016.0
348,Florida,Holmes,0,19483,4989,25.6,,114.0
349,Florida,Indian River,40,147981,57277,38.7,1432.0,612.0
350,Florida,Jackson,7,48571,12035,24.8,1719.0,8865.0
351,Florida,Jefferson,0,14085,4326,30.7,,28417.0
352,Florida,Lafayette,0,8684,1667,19.2,,5390.0
353,Florida,Lake,158,326215,107419,32.9,680.0,9408.0
354,Florida,Lee,141,700165,239488,34.2,1698.0,3672.0
355,Florida,Leon,60,285890,49057,17.2,818.0,1208.0
356,Florida,Levy,0,39713,12422,31.3,,40.0
357,Florida,Liberty,0,8347,1621,19.4,,1185.0
358,Florida,Madison,0,18518,4779,25.8,,8477.0
359,Florida,Manatee,90,363542,120595,33.2,1340.0,806.0
360,Florida,Marion,110,343778,119425,34.7,1086.0,13297.0
361,Florida,Martin,74,155719,57914,37.2,783.0,707.0
362,Florida,Miami-Dade,593,2702602,563748,20.9,951.0,10243.0
363,Florida,Monroe,14,76745,22310,29.1,1594.0,8404.0
364,Florida,Nassau,0,78435,21894,27.9,,5396.0
365,Florida,Okaloosa,57,197591,41694,21.1,731.0,1672.0
366,Florida,Okeechobee,8,40228,10230,25.4,1279.0,100.0
367,Florida,Orange,388,1290216,206342,16.0,532.0,19132.0
368,Florida,Osceola,66,325168,57062,17.5,865.0,1047.0
369,Florida,Palm Beach,401,1426772,414928,29.1,1035.0,4993.0
370,Florida,Pasco,166,498136,142985,28.7,861.0,1440.0
371,Florida,Pinellas,279,949842,293786,30.9,1053.0,4229.0
372,Florida,Polk,145,652256,169578,26.0,1170.0,5166.0
373,Florida,Putnam,10,72435,21116,29.2,2112.0,645.0
374,Florida,St. Johns,47,226578,57092,25.2,1215.0,335.0
375,Florida,St. Lucie,69,298763,87591,29.3,1269.0,986.0
376,Florida,Santa Rosa,16,166778,34353,20.6,2147.0,385.0
377,Florida,Sarasota,118,404839,174026,43.0,1475.0,1618.0
378,Florida,Seminole,38,449260,92794,20.7,2442.0,1062.0
379,Florida,Sumter,0,116754,74936,64.2,,874.0
380,Florida,Suwannee,0,43814,11617,26.5,,15.0
381,Florida,Taylor,6,22350,5833,26.1,972.0,2391.0
382,Florida,Union,0,15300,3196,20.9,,3934.0
383,Florida,Volusia,148,518660,160876,31.0,1087.0,2042.0
384,Florida,Wakulla,0,31586,6317,20.0,,
385,Florida,Walton,28,63457,16604,26.2,593.0,300.0
386,Florida,Washington,0,24472,5555,22.7,,15195.0
387,Georgia,Appling,3,18471,4208,22.8,1403.0,49.0
388,Georgia,Atkinson,0,8313,1451,17.5,,
389,Georgia,Bacon,4,11279,2329,20.6,582.0,47.0
390,Georgia,Baker,0,3251,919,28.3,,1228.0
391,Georgia,Baldwin,12,45527,9287,20.4,774.0,738.0
392,Georgia,Banks,0,18363,4207,22.9,,
393,Georgia,Barrow,6,75099,12454,16.6,2076.0,56.0
394,Georgia,Bartow,21,102623,18389,17.9,876.0,80.0
395,Georgia,Ben Hill,5,17272,3982,23.1,796.0,75.0
396,Georgia,Berrien,0,19014,4266,22.4,,575.0
397,Georgia,Bibb,117,153923,31993,20.8,273.0,1329.0
398,Georgia,Bleckley,0,12779,2860,22.4,,25.0
399,Georgia,Brantley,0,18411,3792,20.6,,
400,Georgia,Brooks,0,15629,4099,26.2,,25.0
401,Georgia,Bryan,0,34883,4985,14.3,,148.0
402,Georgia,Bulloch,24,73742,11463,15.5,478.0,190.0
403,Georgia,Burke,0,22645,4540,20.0,,486.0
404,Georgia,Butts,0,23556,4813,20.4,,25.0
405,Georgia,Calhoun,0,6503,1362,20.9,,2073.0
406,Georgia,Camden,5,52252,8503,16.3,1701.0,3997.0
407,Georgia,Candler,6,10894,2476,22.7,413.0,25.0
408,Georgia,Carroll,18,114898,20423,17.8,1135.0,1218.0
409,Georgia,Catoosa,0,65870,14752,22.4,,185.0
410,Georgia,Charlton,0,12963,2473,19.1,,999.0
411,Georgia,Chatham,78,285506,56014,19.6,718.0,1742.0
412,Georgia,Chattahoochee,0,11096,645,5.8,,57.0
413,Georgia,Chattooga,0,24880,5705,22.9,,31.0
414,Georgia,Cherokee,15,235896,42210,17.9,2814.0,3119.0
415,Georgia,Clarke,104,123554,17345,14.0,167.0,709.0
416,Georgia,Clay,0,3024,937,31.0,,1765.0
417,Georgia,Clayton,34,274150,36959,13.5,1087.0,608.0
418,Georgia,Clinch,0,6788,1466,21.6,,25.0
419,Georgia,Cobb,119,739072,120689,16.3,1014.0,1274.0
420,Georgia,Coffee,10,43048,7860,18.3,786.0,439.0
421,Georgia,Colquitt,10,45890,8918,19.4,892.0,158.0
422,Georgia,Columbia,0,143723,26092,18.2,,904.0
423,Georgia,Cook,0,17190,3527,20.5,,25328.0
424,Georgia,Coweta,19,138015,25269,18.3,1330.0,211.0
425,Georgia,Crawford,0,12385,2798,22.6,,882.0
426,Georgia,Crisp,16,23005,5331,23.2,333.0,73.0
427,Georgia,Dade,0,16282,4079,25.1,,13.0
428,Georgia,Dawson,0,23397,6208,26.5,,176.0
429,Georgia,Decatur,10,27023,5831,21.6,583.0,231.0
430,Georgia,DeKalb,168,736066,121505,16.5,723.0,4071.0
431,Georgia,Dodge,6,21063,4726,22.4,788.0,420.0
432,Georgia,Dooly,0,14053,3522,25.1,,47.0
433,Georgia,Dougherty,50,91522,18997,20.8,380.0,939.0
434,Georgia,Douglas,8,140152,22028,15.7,2754.0,9190.0
435,Georgia,Early,0,10405,2739,26.3,,25.0
436,Georgia,Echols,0,4011,681,17.0,,
437,Georgia,Effingham,0,57087,9061,15.9,,1170.0
438,Georgia,Elbert,4,19288,5092,26.4,1273.0,52.0
439,Georgia,Emanuel,8,22502,4782,21.3,598.0,72.0
440,Georgia,Evans,0,10757,2260,21.0,,49.0
441,Georgia,Fannin,5,24480,8800,35.9,1760.0,1074.0
442,Georgia,Fayette,37,110306,25277,22.9,683.0,5331.0
443,Georgia,Floyd,65,96471,20941,21.7,322.0,1508.0
444,Georgia,Forsyth,24,211300,33215,15.7,1384.0,4040.0
445,Georgia,Franklin,8,22328,5691,25.5,711.0,12572.0
446,Georgia,Fulton,538,1010420,159840,15.8,297.0,6326.0
