,State,County,ICU Beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,Hospital Beds
902,Kansas,Cloud,0,9191,2463,26.8,,25.0
903,Kansas,Coffey,0,8328,2233,26.8,,1077.0
904,Kansas,Comanche,0,1741,582,33.4,,1574.0
905,Kansas,Cowley,4,35732,8333,23.3,2083.0,62.0
906,Kansas,Crawford,12,39099,7956,20.3,663.0,882.0
907,Kansas,Decatur,0,2891,989,34.2,,231.0
908,Kansas,Dickinson,0,19162,4867,25.4,,1281.0
909,Kansas,Doniphan,0,7790,2038,26.2,,
910,Kansas,Douglas,10,117806,18450,15.7,1845.0,9190.0
911,Kansas,Edwards,0,2946,782,26.5,,22.0
912,Kansas,Elk,0,2581,935,36.2,,80.0
913,Kansas,Ellis,34,28877,5912,20.5,174.0,484.0
914,Kansas,Ellsworth,0,6331,1772,28.0,,25.0
915,Kansas,Finney,8,37097,5555,15.0,694.0,132.0
916,Kansas,Ford,10,34658,5103,14.7,510.0,166.0
917,Kansas,Franklin,5,25599,5593,21.8,1119.0,12572.0
918,Kansas,Geary,6,35796,3964,11.1,661.0,1091.0
919,Kansas,Gove,0,2632,882,33.5,,70.0
920,Kansas,Graham,0,2561,862,33.7,,74.0
921,Kansas,Grant,0,7716,1303,16.9,,1676.0
922,Kansas,Gray,0,6004,1227,20.4,,115.0
923,Kansas,Greeley,0,1210,371,30.7,,50.0
924,Kansas,Greenwood,0,6227,2057,33.0,,425.0
925,Kansas,Hamilton,0,2621,455,17.4,,12923.0
926,Kansas,Harper,0,5746,1672,29.1,,75.0
927,Kansas,Harvey,6,34683,8619,24.9,1437.0,141.0
928,Kansas,Haskell,0,4081,804,19.7,,63.0
929,Kansas,Hodgeman,0,1875,577,30.8,,38.0
930,Kansas,Jackson,0,13322,3473,26.1,,8865.0
931,Kansas,Jefferson,0,18856,4716,25.0,,28417.0
932,Kansas,Jewell,0,2963,1107,37.4,,25.0
933,Kansas,Johnson,110,578797,110038,19.0,1000.0,6673.0
934,Kansas,Kearny,0,3931,755,19.2,,25.0
935,Kansas,Kingman,0,7576,2096,27.7,,25.0
936,Kansas,Kiowa,0,2524,729,28.9,,95.0
937,Kansas,Labette,5,20553,5125,24.9,1025.0,1066.0
938,Kansas,Lane,0,1702,442,26.0,,2546.0
939,Kansas,Leavenworth,10,79359,15061,19.0,1506.0,1129.0
940,Kansas,Lincoln,0,3121,944,30.2,,5226.0
941,Kansas,Linn,0,9602,2635,27.4,,1170.0
942,Kansas,Logan,0,2790,840,30.1,,517.0
943,Kansas,Lyon,6,33302,6409,19.2,1068.0,2219.0
944,Kansas,McPherson,7,28792,7540,26.2,1077.0,93.0
945,Kansas,Marion,0,12087,3564,29.5,,13297.0
946,Kansas,Marshall,0,9859,2826,28.7,,844.0
947,Kansas,Meade,0,4295,1016,23.7,,1044.0
948,Kansas,Miami,0,32976,7544,22.9,,412.0
949,Kansas,Mitchell,4,6230,1776,28.5,444.0,194.0
950,Kansas,Montgomery,7,33463,8712,26.0,1245.0,15309.0
951,Kansas,Morris,0,5605,1854,33.1,,3029.0
952,Kansas,Morton,0,2931,666,22.7,,161.0
953,Kansas,Nemaha,0,10095,2619,25.9,,65.0
954,Kansas,Neosho,5,16209,4042,24.9,808.0,25.0
955,Kansas,Ness,0,3001,969,32.3,,1108.0
956,Kansas,Norton,0,5527,1317,23.8,,287.0
957,Kansas,Osage,0,15894,4124,25.9,,40.0
958,Kansas,Osborne,0,3684,1175,31.9,,25.0
959,Kansas,Ottawa,0,5957,1490,25.0,,545.0
960,Kansas,Pawnee,0,6776,1864,27.5,,663.0
961,Kansas,Phillips,0,5446,1631,29.9,,226.0
962,Kansas,Pottawatomie,0,23188,4546,19.6,,1312.0
963,Kansas,Pratt,6,9670,2512,26.0,419.0,85.0
964,Kansas,Rawlins,0,2520,865,34.3,,24.0
965,Kansas,Reno,20,63360,15902,25.1,795.0,223.0
966,Kansas,Republic,0,4705,1745,37.1,,63.0
967,Kansas,Rice,0,9868,2499,25.3,,74.0
968,Kansas,Riley,8,75696,8478,11.2,1060.0,109.0
969,Kansas,Rooks,0,5148,1392,27.0,,20.0
970,Kansas,Rush,0,3119,974,31.2,,61.0
971,Kansas,Russell,0,6987,2235,32.0,,267.0
972,Kansas,Saline,18,55334,12413,22.4,690.0,674.0
973,Kansas,Scott,0,4981,1338,26.9,,2713.0
974,Kansas,Sedgwick,236,510484,97508,19.1,413.0,3202.0
975,Kansas,Seward,8,22948,3309,14.4,414.0,125.0
976,Kansas,Shawnee,52,178392,41511,23.3,798.0,1767.0
977,Kansas,Sheridan,0,2497,725,29.0,,1262.0
978,Kansas,Sherman,0,5999,1592,26.5,,25.0
979,Kansas,Smith,0,3693,1327,35.9,,1454.0
980,Kansas,Stafford,0,4251,1151,27.1,,125.0
981,Kansas,Stanton,0,2107,490,23.3,,34.0
982,Kansas,Stevens,0,5741,1076,18.7,,244.0
983,Kansas,Sumner,0,23336,5525,23.7,,517.0
984,Kansas,Thomas,1,7847,1833,23.4,1833.0,752.0
985,Kansas,Trego,0,2899,892,30.8,,62.0
986,Kansas,Wabaunsee,0,6918,1733,25.1,,
987,Kansas,Wallace,0,1591,421,26.5,,
988,Kansas,Washington,0,5572,1719,30.9,,15195.0
989,Kansas,Wichita,0,2157,537,24.9,,1595.0
990,Kansas,Wilson,0,8858,2497,28.2,,1654.0
991,Kansas,Woodson,0,3178,1025,32.3,,
992,Kansas,Wyandotte,145,163227,27635,16.9,191.0,1232.0
993,Kentucky,Adair,0,19304,4558,23.6,,262.0
994,Kentucky,Allen,0,20628,4783,23.2,,4512.0
995,Kentucky,Anderson,0,22017,4689,21.3,,1253.0
996,Kentucky,Ballard,0,8152,2211,27.1,,
997,Kentucky,Barren,10,43418,9933,22.9,993.0,180.0
998,Kentucky,Bath,0,12189,2815,23.1,,25.0
999,Kentucky,Bell,7,27469,6714,24.4,959.0,4304.0
1000,Kentucky,Boone,18,127682,22880,17.9,1271.0,4136.0
1001,Kentucky,Bourbon,4,20017,4949,24.7,1237.0,119.0
1002,Kentucky,Boyd,50,48486,12601,26.0,252.0,475.0
1003,Kentucky,Boyle,22,29773,7324,24.6,333.0,222.0
1004,Kentucky,Bracken,0,8330,1834,22.0,,
1005,Kentucky,Breathitt,4,13276,2950,22.2,738.0,55.0
1006,Kentucky,Breckinridge,0,19991,5162,25.8,,25.0
1007,Kentucky,Bullitt,0,78622,16484,21.0,,
1008,Kentucky,Butler,0,12735,3036,23.8,,4554.0
1009,Kentucky,Caldwell,0,12747,3148,24.7,,259.0
1010,Kentucky,Calloway,10,38616,8253,21.4,825.0,152.0
1011,Kentucky,Campbell,21,91804,19251,21.0,917.0,1493.0
1012,Kentucky,Carlisle,0,4890,1333,27.3,,
1013,Kentucky,Carroll,0,10695,2153,20.1,,1218.0
1014,Kentucky,Carter,0,27385,6600,24.1,,364.0
1015,Kentucky,Casey,0,15805,4012,25.4,,15.0
1016,Kentucky,Christian,18,72438,11300,15.6,628.0,853.0
1017,Kentucky,Clark,8,35757,8552,23.9,1069.0,20996.0
1018,Kentucky,Clay,6,20866,4137,19.8,690.0,1765.0
1019,Kentucky,Clinton,0,10208,2661,26.1,,2989.0
1020,Kentucky,Crittenden,0,9154,2418,26.4,,254.0
1021,Kentucky,Cumberland,0,6744,1807,26.8,,6315.0
1022,Kentucky,Daviess,32,99258,22152,22.3,692.0,607.0
1023,Kentucky,Edmonson,0,12063,3138,26.0,,
1024,Kentucky,Elliott,0,7533,1799,23.9,,
1025,Kentucky,Estill,0,14382,3491,24.3,,25.0
1026,Kentucky,Fayette,260,315109,55235,17.5,212.0,5331.0
1027,Kentucky,Fleming,3,14515,3347,23.1,1116.0,52.0
1028,Kentucky,Floyd,16,37447,8825,23.6,552.0,1508.0
1029,Kentucky,Franklin,10,49969,11999,24.0,1200.0,12572.0
1030,Kentucky,Fulton,0,6259,1667,26.6,,6326.0
1031,Kentucky,Gallatin,0,8652,1693,19.6,,90.0
1032,Kentucky,Garrard,0,17226,4077,23.7,,15.0
1033,Kentucky,Grant,0,24800,4489,18.1,,1676.0
1034,Kentucky,Graves,8,37259,8947,24.0,1118.0,107.0
1035,Kentucky,Grayson,6,26129,6066,23.2,1011.0,677.0
1036,Kentucky,Green,0,11044,3113,28.2,,130.0
1037,Kentucky,Greenup,0,36012,9521,26.4,,190.0
1038,Kentucky,Hancock,0,8700,1996,22.9,,1512.0
1039,Kentucky,Hardin,20,107699,19472,18.1,974.0,2629.0
1040,Kentucky,Harlan,7,27548,6579,23.9,940.0,169.0
1041,Kentucky,Harrison,6,18630,4370,23.5,728.0,4460.0
1042,Kentucky,Hart,0,18531,4124,22.3,,107.0
1043,Kentucky,Henderson,12,46252,10871,23.5,906.0,679.0
1044,Kentucky,Henry,0,15677,3627,23.1,,863.0
1045,Kentucky,Hickman,0,4625,1387,30.0,,25.0
1046,Kentucky,Hopkins,19,45985,11048,24.0,581.0,486.0
1047,Kentucky,Jackson,0,13369,3018,22.6,,8865.0
1048,Kentucky,Jefferson,366,764378,161771,21.2,442.0,28417.0
1049,Kentucky,Jessamine,0,51667,10163,19.7,,
1050,Kentucky,Johnson,6,23064,5441,23.6,907.0,6673.0
1051,Kentucky,Kenton,54,163987,31245,19.1,579.0,728.0
1052,Kentucky,Knott,0,15690,3700,23.6,,
1053,Kentucky,Knox,4,31424,7187,22.9,1797.0,5832.0
1054,Kentucky,Larue,0,14102,3193,22.6,,
1055,Kentucky,Laurel,14,59901,12999,21.7,929.0,150.0
1056,Kentucky,Lawrence,6,15844,3685,23.3,614.0,925.0
1057,Kentucky,Lee,0,6717,1622,24.1,,3672.0
1058,Kentucky,Leslie,0,10648,2421,22.7,,25.0
1059,Kentucky,Letcher,6,23011,5498,23.9,916.0,90.0
1060,Kentucky,Lewis,0,13565,3211,23.7,,376.0
1061,Kentucky,Lincoln,0,24413,5718,23.4,,5226.0
1062,Kentucky,Livingston,0,9288,2565,27.6,,420.0
1063,Kentucky,Logan,6,26847,6256,23.3,1043.0,517.0
1064,Kentucky,Lyon,0,8268,2744,33.2,,2219.0
1065,Kentucky,McCracken,58,65285,16639,25.5,287.0,708.0
1066,Kentucky,McCreary,0,17748,3649,20.6,,
1067,Kentucky,McLean,0,9361,2342,25.0,,1246.0
1068,Kentucky,Madison,12,88376,16155,18.3,1346.0,8477.0
1069,Kentucky,Magoffin,0,12783,2681,21.0,,
1070,Kentucky,Marion,6,19335,4112,21.3,685.0,13297.0
1071,Kentucky,Marshall,4,31177,8929,28.6,2232.0,844.0
1072,Kentucky,Martin,0,12175,2520,20.7,,707.0
1073,Kentucky,Mason,5,17167,4041,23.5,808.0,395.0
1074,Kentucky,Meade,0,28452,5153,18.1,,1044.0
1075,Kentucky,Menifee,0,6381,1692,26.5,,
1076,Kentucky,Mercer,4,21378,5365,25.1,1341.0,6143.0
1077,Kentucky,Metcalfe,0,9990,2518,25.2,,
1078,Kentucky,Monroe,0,10645,2575,24.2,,8404.0
1079,Kentucky,Montgomery,4,27550,5851,21.2,1463.0,15309.0
1080,Kentucky,Morgan,0,13281,3148,23.7,,967.0
1081,Kentucky,Muhlenberg,6,31153,7703,24.7,1284.0,90.0
1082,Kentucky,Nelson,4,45131,9073,20.1,2268.0,59.0
1083,Kentucky,Nicholas,0,7061,1716,24.3,,123.0
1084,Kentucky,Ohio,4,24062,5824,24.2,1456.0,675.0
1085,Kentucky,Oldham,8,64633,11255,17.4,1407.0,187.0
1086,Kentucky,Owen,0,10686,2733,25.6,,25.0
1087,Kentucky,Owsley,0,4497,1077,23.9,,
1088,Kentucky,Pendleton,0,14530,2966,20.4,,
1089,Kentucky,Perry,32,27329,6143,22.5,192.0,533.0
1090,Kentucky,Pike,76,61586,14290,23.2,188.0,771.0
1091,Kentucky,Powell,0,12349,2502,20.3,,16.0
1092,Kentucky,Pulaski,38,63974,15846,24.8,417.0,9821.0
1093,Kentucky,Robertson,0,2161,601,27.8,,109.0
1094,Kentucky,Rockcastle,0,16815,4047,24.1,,26.0
1095,Kentucky,Rowan,10,24392,4411,18.1,441.0,1416.0
1096,Kentucky,Russell,2,17731,4680,26.4,2340.0,267.0
1097,Kentucky,Scott,6,52322,8436,16.1,1406.0,2713.0
1098,Kentucky,Shelby,4,45831,9425,20.6,2356.0,7126.0
1099,Kentucky,Simpson,0,17881,3934,22.0,,124.0
1100,Kentucky,Spencer,0,18012,3154,17.5,,
1101,Kentucky,Taylor,8,25406,5890,23.2,736.0,2391.0
1102,Kentucky,Todd,0,12377,2555,20.6,,106.0
1103,Kentucky,Trigg,0,14286,4271,29.9,,25.0
1104,Kentucky,Trimble,0,8697,2046,23.5,,
1105,Kentucky,Union,0,14915,3262,21.9,,3934.0
1106,Kentucky,Warren,52,123824,21484,17.4,413.0,4727.0
1107,Kentucky,Washington,0,11999,2857,23.8,,15195.0
1108,Kentucky,Wayne,0,20692,5282,25.5,,10525.0
1109,Kentucky,Webster,0,13180,3120,23.7,,462.0
1110,Kentucky,Whitley,10,36027,8053,22.4,805.0,303.0
1111,Kentucky,Wolfe,0,7251,1797,24.8,,
1112,Kentucky,Woodford,0,25817,6129,23.7,,43.0
1113,Louisiana,Acadia,4,62607,12138,19.4,3035.0,3056.0
1114,Louisiana,Allen,3,25667,4916,19.2,1639.0,4512.0
1115,Louisiana,Ascension,0,119129,18726,15.7,,1124.0
1116,Louisiana,Assumption,0,22881,5211,22.8,,6.0
1117,Louisiana,Avoyelles,2,41095,9096,22.1,4548.0,1054.0
1118,Louisiana,Beauregard,6,36598,7788,21.3,1298.0,80.0
1119,Louisiana,Bienville,0,13806,3706,26.8,,21.0
1120,Louisiana,Bossier,0,125698,23653,18.8,,1403.0
1121,Louisiana,Caddo,107,251069,54633,21.8,511.0,5367.0
1122,Louisiana,Calcasieu,75,198753,39284,19.8,524.0,3785.0
1123,Louisiana,Caldwell,0,10000,2320,23.2,,259.0
1124,Louisiana,Cameron,0,6806,1649,24.2,,2567.0
1125,Louisiana,Catahoula,0,10044,2388,23.8,,
1126,Louisiana,Claiborne,4,16296,3960,24.3,990.0,1116.0
1127,Louisiana,Concordia,5,20211,4548,22.5,910.0,65.0
1128,Louisiana,De Soto,0,27164,6289,23.2,,999.0
1129,Louisiana,East Baton Rouge,124,446167,81150,18.2,654.0,10725.0
1130,Louisiana,East Carroll,0,7318,1369,18.7,,11.0
1131,Louisiana,East Feliciana,0,19553,4704,24.1,,1505.0
1132,Louisiana,Evangeline,24,33750,6942,20.6,289.0,250.0
1133,Louisiana,Franklin,6,20388,4672,22.9,779.0,12572.0
1134,Louisiana,Grant,0,22305,4423,19.8,,1676.0
1135,Louisiana,Iberia,11,73346,14679,20.0,1334.0,211.0
1136,Louisiana,Iberville,0,33122,6966,21.0,,999.0
1137,Louisiana,Jackson,0,15952,3997,25.1,,8865.0
1138,Louisiana,Jefferson,215,437038,96599,22.1,449.0,28417.0
1139,Louisiana,Jefferson Davis,5,31405,6940,22.1,1388.0,1130.0
1140,Louisiana,Lafayette,80,238230,41592,17.5,520.0,5390.0
1141,Louisiana,Lafourche,21,98112,19612,20.0,934.0,203.0
1142,Louisiana,LaSalle,0,14930,3353,22.5,,
1143,Louisiana,Lincoln,17,47536,8335,17.5,490.0,5226.0
1144,Louisiana,Livingston,0,137096,24235,17.7,,420.0
1145,Louisiana,Madison,0,11616,2251,19.4,,8477.0
1146,Louisiana,Morehouse,12,26290,6321,24.0,527.0,1081.0
1147,Louisiana,Natchitoches,8,39051,8279,21.2,1035.0,1207.0
1148,Louisiana,Orleans,111,388182,74618,19.2,672.0,6730.0
1149,Louisiana,Ouachita,88,156433,30466,19.5,346.0,5774.0
1150,Louisiana,Plaquemines,0,23394,4024,17.2,,
1151,Louisiana,Pointe Coupee,0,22271,5833,26.2,,25.0
1152,Louisiana,Rapides,26,132080,27820,21.1,1070.0,6960.0
1153,Louisiana,Red River,0,8723,2085,23.9,,86.0
1154,Louisiana,Richland,2,20619,4470,21.7,2235.0,6302.0
1155,Louisiana,Sabine,0,24145,6342,26.3,,69.0
1156,Louisiana,St. Bernard,8,45067,6771,15.0,846.0,999.0
1157,Louisiana,St. Charles,8,52728,9258,17.6,1157.0,911.0
1158,Louisiana,St. Helena,0,10509,2784,26.5,,25.0
1159,Louisiana,St. James,0,21485,4921,22.9,,1019.0
1160,Louisiana,St. John the Baptist,0,43565,8070,18.5,,62.0
1161,Louisiana,St. Landry,16,83580,17636,21.1,1102.0,2603.0
1162,Louisiana,St. Martin,0,53609,10425,19.4,,1024.0
1163,Louisiana,St. Mary,15,52578,11173,21.3,745.0,187.0
1164,Louisiana,St. Tammany,149,249201,55158,22.1,370.0,4942.0
1165,Louisiana,Tangipahoa,64,128850,24738,19.2,387.0,1423.0
1166,Louisiana,Tensas,0,4771,1350,28.3,,
1167,Louisiana,Terrebonne,26,113067,21180,18.7,815.0,1366.0
1168,Louisiana,Union,0,22537,6027,26.7,,3934.0
1169,Louisiana,Vermilion,6,59841,11580,19.4,1930.0,542.0
1170,Louisiana,Vernon,7,51906,7791,15.0,1113.0,1308.0
1171,Louisiana,Washington,13,46449,11494,24.7,884.0,15195.0
1172,Louisiana,Webster,16,40043,10020,25.0,626.0,462.0
1173,Louisiana,West Baton Rouge,0,25518,4884,19.1,,
1174,Louisiana,West Carroll,0,11274,2783,24.7,,21.0
1175,Louisiana,West Feliciana,0,15376,3049,19.8,,22.0
1176,Louisiana,Winn,5,14631,3354,22.9,671.0,99.0
1177,Maine,Androscoggin,54,107317,24289,22.6,450.0,483.0
1178,Maine,Aroostook,12,68840,20453,29.7,1704.0,256.0
1179,Maine,Cumberland,72,289173,68027,23.5,945.0,6315.0
1180,Maine,Franklin,5,30177,8571,28.4,1714.0,12572.0
1181,Maine,Hancock,6,54468,16940,31.1,2823.0,1512.0
1182,Maine,Kennebec,16,121289,31337,25.8,1959.0,2771.0
1183,Maine,Knox,8,39700,12268,30.9,1534.0,5832.0
1184,Maine,Lincoln,4,34021,11973,35.2,2993.0,5226.0
1185,Maine,Oxford,6,57230,16027,28.0,2671.0,75.0
1186,Maine,Penobscot,51,152284,36356,23.9,713.0,773.0
1187,Maine,Piscataquis,0,16960,5761,34.0,,50.0
1188,Maine,Sagadahoc,0,35149,9471,26.9,,
1189,Maine,Somerset,4,50994,13707,26.9,3427.0,2121.0
1190,Maine,Waldo,4,39280,11094,28.2,2774.0,25.0
1191,Maine,Washington,0,31822,9959,31.3,,15195.0
1192,Maine,York,14,201454,52544,26.1,3753.0,4729.0
1193,Maryland,Allegany,15,72591,18311,25.2,1221.0,527.0
1194,Maryland,Anne Arundel,53,564600,111090,19.7,2096.0,673.0
1195,Maryland,Baltimore,123,828637,186412,22.5,1516.0,2982.0
1196,Maryland,Calvert,4,90824,18153,20.0,4538.0,76.0
1197,Maryland,Caroline,0,32785,6877,21.0,,
1198,Maryland,Carroll,10,167319,36730,22.0,3673.0,1218.0
1199,Maryland,Cecil,5,102416,21069,20.6,4214.0,1121.0
1200,Maryland,Charles,10,156021,26064,16.7,2606.0,89.0
1201,Maryland,Dorchester,0,32386,8893,27.5,,513.0
1202,Maryland,Frederick,18,246105,46881,19.0,2605.0,308.0
1203,Maryland,Garrett,2,29516,8442,28.6,4221.0,55.0
1204,Maryland,Harford,19,250132,53295,21.3,2805.0,255.0
1205,Maryland,Howard,16,312495,57302,18.3,3581.0,3252.0
1206,Maryland,Kent,6,19666,6220,31.6,1037.0,2533.0
1207,Maryland,Montgomery,150,1039198,209461,20.2,1396.0,15309.0
1208,Maryland,Prince George's,89,905161,159437,17.6,1791.0,866.0
1209,Maryland,Queen Anne's,0,49071,12065,24.6,,
1210,Maryland,St. Mary's,12,110979,18983,17.1,1582.0,95.0
1211,Maryland,Somerset,0,25801,5570,21.6,,2121.0
1212,Maryland,Talbot,16,37461,12868,34.4,804.0,132.0
1213,Maryland,Washington,48,149546,33148,22.2,691.0,15195.0
1214,Maryland,Wicomico,24,102014,21277,20.9,887.0,416.0
1215,Maryland,Worcester,6,51559,17655,34.2,2943.0,2278.0
1216,Maryland,Baltimore City,508,619796,115716,18.7,228.0,6611.0
